"neighid","familywealth","socialcapital","dadocc","dadunemp","dadeduc","momeduc","male","deprive"
38,0.735000014305115,11.9720001220703,-3.4539999961853,0,0,0,0,-0.349000006914139
38,-0.132499992847443,-6.02799987792969,-3.4539999961853,0,0,0,1,-0.349000006914139
38,-0.360000014305115,2.97199988365173,-9.0939998626709,0,0,0,1,-0.349000006914139
39,-1.32760000228882,-8.02799987792969,-11.4940004348755,0,0,0,1,0.0240000002086163
39,-0.360000014305115,0.972000002861023,16.1959991455078,0,0,0,0,0.0240000002086163
39,-0.132499992847443,-5.02799987792969,-3.4539999961853,0,0,0,0,0.0240000002086163
40,-1.32760000228882,-22.0279998779297,-3.4539999961853,0,0,0,1,0.310000002384186
40,-1.32760000228882,-18.0279998779297,-11.4940004348755,0,0,0,0,0.310000002384186
40,0.0293000005185604,0.972000002861023,-11.4940004348755,0,0,0,0,0.310000002384186
40,0.560999989509583,12.9720001220703,-11.4940004348755,0,0,1,1,0.310000002384186
41,-1.32760000228882,-9.02799987792969,-3.4539999961853,0,1,0,0,0.231000006198883
47,-1.32760000228882,-22.0279998779297,-11.4940004348755,0,0,0,0,0.202000007033348
47,-0.132499992847443,-11.0279998779297,-11.4940004348755,0,0,0,1,0.202000007033348
47,-0.132499992847443,7.97200012207031,-3.4539999961853,0,0,0,0,0.202000007033348
47,0.264099985361099,-0.0280000008642673,-3.4539999961853,0,0,0,0,0.202000007033348
47,-0.360000014305115,-2.02800011634827,-11.4940004348755,0,0,1,1,0.202000007033348
47,-1.32760000228882,-16.0279998779297,-9.0939998626709,0,0,0,1,0.202000007033348
47,-1.32760000228882,-13.0279998779297,2.31599998474121,0,0,0,1,0.202000007033348
47,-0.360000014305115,-10.0279998779297,-3.4539999961853,0,0,0,1,0.202000007033348
48,0.0293000005185604,2.97199988365173,2.31599998474121,0,0,0,0,-0.351999998092651
48,-0.132499992847443,-3.02800011634827,-11.4940004348755,0,0,0,1,-0.351999998092651
48,-1.32760000228882,-21.0279998779297,-11.4940004348755,0,0,0,0,-0.351999998092651
48,-1.32760000228882,-16.0279998779297,-3.4539999961853,1,1,1,1,-0.351999998092651
48,-1.32760000228882,-4.02799987792969,-3.4539999961853,0,1,1,0,-0.351999998092651
49,0.264099985361099,-4.02799987792969,-3.4539999961853,1,0,0,1,0.648000001907349
49,0.0293000005185604,0.972000002861023,2.31599998474121,0,0,0,1,0.648000001907349
49,-1.32760000228882,4.97200012207031,-3.4539999961853,0,0,0,1,0.648000001907349
49,0.391699999570847,10.9720001220703,-3.4539999961853,1,1,1,0,0.648000001907349
49,-1.32760000228882,-12.0279998779297,-11.4940004348755,1,0,0,0,0.648000001907349
49,0.0293000005185604,-15.0279998779297,2.31599998474121,1,0,0,1,0.648000001907349
50,-1.32760000228882,1.97200000286102,-11.4940004348755,1,0,0,0,1.26199996471405
50,-1.32760000228882,-13.0279998779297,-11.4940004348755,0,0,1,1,1.26199996471405
50,-1.32760000228882,-11.0279998779297,-3.4539999961853,0,0,1,0,1.26199996471405
50,-1.32760000228882,-20.0279998779297,-3.4539999961853,0,0,0,1,1.26199996471405
50,-1.32760000228882,-18.0279998779297,-3.4539999961853,1,0,0,1,1.26199996471405
50,-1.32760000228882,-9.02799987792969,-9.0939998626709,1,0,0,0,1.26199996471405
51,-0.360000014305115,2.97199988365173,-9.0939998626709,1,0,0,1,1.21700000762939
51,-1.32760000228882,-23.0279998779297,-11.4940004348755,0,0,0,1,1.21700000762939
51,-1.32760000228882,-21.0279998779297,-9.0939998626709,1,0,0,0,1.21700000762939
51,0.912699997425079,3.97199988365173,-3.4539999961853,0,0,0,0,1.21700000762939
51,-1.32760000228882,-7.02799987792969,-23.4540004730225,0,1,1,1,1.21700000762939
51,-1.32760000228882,-18.0279998779297,-3.4539999961853,0,0,0,1,1.21700000762939
52,-1.32760000228882,-9.02799987792969,-3.4539999961853,0,1,1,1,0.200000002980232
52,-1.32760000228882,-11.0279998779297,-9.0939998626709,0,0,0,1,0.200000002980232
52,0.735000014305115,0.972000002861023,2.31599998474121,0,0,0,0,0.200000002980232
52,1.14049994945526,2.97199988365173,-3.4539999961853,0,0,0,1,0.200000002980232
53,2.41510009765625,3.97199988365173,16.1959991455078,0,1,0,0,-0.342000007629395
53,-1.32760000228882,-8.02799987792969,-3.4539999961853,0,0,1,1,-0.342000007629395
53,-1.32760000228882,-6.02799987792969,-11.4940004348755,0,1,1,1,-0.342000007629395
53,-0.360000014305115,-2.02800011634827,-3.4539999961853,0,0,0,1,-0.342000007629395
54,-1.32760000228882,-4.02799987792969,-23.4540004730225,0,1,1,0,-0.0700000002980232
54,0.912699997425079,0.972000002861023,-3.4539999961853,0,0,1,1,-0.0700000002980232
54,-1.32760000228882,-27.0279998779297,-3.4539999961853,0,0,0,1,-0.0700000002980232
54,-0.360000014305115,-5.02799987792969,-3.4539999961853,0,0,0,0,-0.0700000002980232
55,-0.360000014305115,-11.0279998779297,-9.0939998626709,0,0,1,0,0.586000025272369
55,0.158199995756149,-0.0280000008642673,-3.4539999961853,0,0,0,0,0.586000025272369
56,-1.32760000228882,-4.02799987792969,16.1959991455078,0,0,0,0,0.481000006198883
56,-0.132499992847443,-2.02800011634827,-11.4940004348755,0,0,0,1,0.481000006198883
56,-0.132499992847443,1.97200000286102,-3.4539999961853,0,0,0,1,0.481000006198883
56,0.912699997425079,-3.02800011634827,-3.4539999961853,0,0,0,0,0.481000006198883
57,0.560999989509583,-0.0280000008642673,-23.4540004730225,0,0,1,1,0.017000000923872
57,-0.581200003623962,0.972000002861023,-9.0939998626709,1,0,0,0,0.017000000923872
57,-1.32760000228882,-9.02799987792969,-3.4539999961853,0,0,0,1,0.017000000923872
57,-1.32760000228882,-2.02800011634827,-9.0939998626709,0,1,1,1,0.017000000923872
57,-1.32760000228882,-12.0279998779297,-11.4940004348755,0,0,0,1,0.017000000923872
58,-0.360000014305115,-6.02799987792969,-11.4940004348755,0,0,0,0,0.629999995231628
58,-0.581200003623962,-9.02799987792969,-11.4940004348755,0,0,0,1,0.629999995231628
58,0.264099985361099,2.97199988365173,-11.4940004348755,0,0,0,0,0.629999995231628
58,0.158199995756149,7.97200012207031,29.2259998321533,0,1,1,1,0.629999995231628
59,-1.32760000228882,-22.0279998779297,-3.4539999961853,0,0,0,1,-0.426999986171722
59,-1.32760000228882,-18.0279998779297,-3.4539999961853,0,0,0,0,-0.426999986171722
59,0.158199995756149,3.97199988365173,-23.4540004730225,0,0,0,0,-0.426999986171722
60,0.560999989509583,3.97199988365173,16.1959991455078,0,0,0,0,-0.263999998569489
60,-1.32760000228882,-11.0279998779297,2.31599998474121,0,0,0,1,-0.263999998569489
60,0.912699997425079,12.9720001220703,16.1959991455078,0,0,0,0,-0.263999998569489
60,-1.32760000228882,-11.0279998779297,-3.4539999961853,0,1,1,1,-0.263999998569489
60,1.51769995689392,-6.02799987792969,2.31599998474121,0,0,0,0,-0.263999998569489
60,0.264099985361099,-1.02799999713898,-3.4539999961853,0,0,1,1,-0.263999998569489
61,0.391699999570847,7.97200012207031,16.1959991455078,0,1,1,1,0.0900000035762787
61,1.14049994945526,12.9720001220703,2.31599998474121,0,0,1,0,0.0900000035762787
61,-0.360000014305115,-3.02800011634827,-3.4539999961853,0,0,0,0,0.0900000035762787
61,0.0293000005185604,8.97200012207031,-3.4539999961853,0,0,0,1,0.0900000035762787
61,0.158199995756149,10.9720001220703,2.31599998474121,0,0,0,0,0.0900000035762787
61,-1.32760000228882,-11.0279998779297,-11.4940004348755,1,1,1,1,0.0900000035762787
62,0.560999989509583,4.97200012207031,-9.0939998626709,1,0,0,1,-0.400000005960464
62,0.391699999570847,8.97200012207031,16.1959991455078,0,1,0,1,-0.400000005960464
62,0.560999989509583,12.9720001220703,2.31599998474121,0,1,0,1,-0.400000005960464
62,0.0293000005185604,-5.02799987792969,-3.4539999961853,0,1,0,0,-0.400000005960464
62,-0.360000014305115,5.97200012207031,-11.4940004348755,0,0,0,1,-0.400000005960464
62,-1.32760000228882,-16.0279998779297,-23.4540004730225,0,0,0,0,-0.400000005960464
64,0.391699999570847,-4.02799987792969,-3.4539999961853,1,0,0,1,0.310000002384186
65,0.912699997425079,7.97200012207031,16.1959991455078,0,0,1,0,-0.370999991893768
66,0.391699999570847,10.9720001220703,-9.0939998626709,0,0,0,1,-0.211999997496605
66,-0.581200003623962,-18.0279998779297,16.1959991455078,0,0,0,1,-0.211999997496605
66,0.158199995756149,17.9720001220703,-9.0939998626709,0,0,0,0,-0.211999997496605
66,-0.132499992847443,-1.02799999713898,-9.0939998626709,0,0,0,1,-0.211999997496605
66,1.14049994945526,25.9720001220703,16.1959991455078,0,0,1,0,-0.211999997496605
66,0.560999989509583,-4.02799987792969,-9.0939998626709,0,0,0,1,-0.211999997496605
67,-0.360000014305115,-6.02799987792969,2.31599998474121,0,0,0,0,-0.586000025272369
67,-0.132499992847443,5.97200012207031,-3.4539999961853,0,0,0,1,-0.586000025272369
67,-0.581200003623962,1.97200000286102,-3.4539999961853,0,0,0,0,-0.586000025272369
67,-1.32760000228882,-21.0279998779297,29.2259998321533,0,0,0,0,-0.586000025272369
67,2.41510009765625,30.9720001220703,2.31599998474121,0,1,0,1,-0.586000025272369
68,-1.32760000228882,-18.0279998779297,-11.4940004348755,0,0,0,1,-0.197999998927116
68,-1.32760000228882,-7.02799987792969,2.31599998474121,0,0,0,0,-0.197999998927116
68,-1.32760000228882,-2.02800011634827,-11.4940004348755,0,0,0,0,-0.197999998927116
68,2.41510009765625,-3.02800011634827,16.1959991455078,0,0,1,0,-0.197999998927116
68,-1.32760000228882,2.97199988365173,-3.4539999961853,0,0,0,1,-0.197999998927116
68,0.158199995756149,2.97199988365173,16.1959991455078,0,0,0,0,-0.197999998927116
69,0.560999989509583,-7.02799987792969,-3.4539999961853,0,0,0,1,0.0769999995827675
69,1.14049994945526,12.9720001220703,-11.4940004348755,0,0,0,0,0.0769999995827675
69,-1.32760000228882,-10.0279998779297,-9.0939998626709,0,0,0,0,0.0769999995827675
69,0.264099985361099,-6.02799987792969,-3.4539999961853,0,0,0,0,0.0769999995827675
69,-0.132499992847443,-4.02799987792969,16.1959991455078,0,1,1,0,0.0769999995827675
69,0.912699997425079,0.972000002861023,-9.0939998626709,0,0,0,0,0.0769999995827675
69,-0.360000014305115,-10.0279998779297,-11.4940004348755,0,0,0,0,0.0769999995827675
70,-1.32760000228882,-9.02799987792969,-9.0939998626709,0,0,0,1,0.813000023365021
70,-1.32760000228882,-8.02799987792969,-9.0939998626709,1,0,0,0,0.813000023365021
70,-1.32760000228882,-0.0280000008642673,-3.4539999961853,1,0,1,1,0.813000023365021
70,-1.32760000228882,-2.02800011634827,-9.0939998626709,1,0,0,0,0.813000023365021
119,-1.32760000228882,-17.0279998779297,-9.0939998626709,0,0,0,0,0.42399999499321
119,0.158199995756149,-7.02799987792969,-23.4540004730225,1,0,0,0,0.42399999499321
119,-1.32760000228882,-6.02799987792969,-3.4539999961853,0,0,1,1,0.42399999499321
119,-1.32760000228882,3.97199988365173,-23.4540004730225,0,0,0,1,0.42399999499321
119,-0.360000014305115,1.97200000286102,16.1959991455078,0,0,0,1,0.42399999499321
120,-0.360000014305115,-10.0279998779297,-3.4539999961853,0,1,1,0,0.363000005483627
120,-1.32760000228882,7.97200012207031,-11.4940004348755,0,0,0,1,0.363000005483627
121,-1.32760000228882,-8.02799987792969,-3.4539999961853,0,0,0,0,0.0920000001788139
121,2.41510009765625,6.97200012207031,-3.4539999961853,0,0,0,1,0.0920000001788139
122,0.560999989509583,8.97200012207031,-9.0939998626709,0,0,1,0,0.363000005483627
122,0.0293000005185604,1.97200000286102,-3.4539999961853,1,0,1,0,0.363000005483627
122,0.264099985361099,-3.02800011634827,-3.4539999961853,0,0,0,0,0.363000005483627
123,0.735000014305115,1.97200000286102,2.31599998474121,0,1,1,0,0.119999997317791
123,-0.360000014305115,-2.02800011634827,-11.4940004348755,0,1,1,0,0.119999997317791
123,-1.32760000228882,-16.0279998779297,-11.4940004348755,0,0,0,1,0.119999997317791
123,1.14049994945526,-1.02799999713898,29.2259998321533,0,0,0,1,0.119999997317791
123,-0.581200003623962,-6.02799987792969,16.1959991455078,0,1,1,0,0.119999997317791
124,0.0293000005185604,-0.0280000008642673,-3.4539999961853,0,0,0,1,0.305000007152557
125,-1.32760000228882,-11.0279998779297,-3.4539999961853,1,0,0,0,-0.216000005602837
125,0.912699997425079,4.97200012207031,-3.4539999961853,0,0,0,1,-0.216000005602837
125,-1.32760000228882,-12.0279998779297,-23.4540004730225,0,0,0,1,-0.216000005602837
126,-1.32760000228882,-13.0279998779297,-23.4540004730225,0,0,0,1,0.153999999165535
126,1.14049994945526,-7.02799987792969,-3.4539999961853,0,0,0,0,0.153999999165535
126,-0.581200003623962,-13.0279998779297,-3.4539999961853,0,0,0,1,0.153999999165535
126,0.0293000005185604,0.972000002861023,-3.4539999961853,0,0,0,1,0.153999999165535
126,-1.32760000228882,2.97199988365173,-3.4539999961853,0,0,0,0,0.153999999165535
126,-1.32760000228882,-8.02799987792969,-9.0939998626709,0,0,0,1,0.153999999165535
126,1.51769995689392,0.972000002861023,-9.0939998626709,0,1,0,1,0.153999999165535
127,-0.581200003623962,-0.0280000008642673,-3.4539999961853,1,0,0,0,-0.188999995589256
127,-1.32760000228882,-15.0279998779297,-11.4940004348755,0,0,0,1,-0.188999995589256
127,-1.32760000228882,-12.0279998779297,-23.4540004730225,0,0,0,1,-0.188999995589256
128,-0.132499992847443,-5.02799987792969,-3.4539999961853,0,0,1,1,-0.441000014543533
128,1.51769995689392,1.97200000286102,-11.4940004348755,0,0,1,0,-0.441000014543533
128,0.158199995756149,-0.0280000008642673,-3.4539999961853,0,1,1,0,-0.441000014543533
128,0.735000014305115,-10.0279998779297,-3.4539999961853,0,0,0,0,-0.441000014543533
128,-1.32760000228882,-4.02799987792969,16.1959991455078,0,0,0,1,-0.441000014543533
128,-0.581200003623962,-9.02799987792969,-3.4539999961853,0,0,0,1,-0.441000014543533
130,1.51769995689392,18.9720001220703,16.1959991455078,0,0,0,1,-0.541000008583069
130,0.560999989509583,-1.02799999713898,-11.4940004348755,0,1,1,0,-0.541000008583069
130,-1.32760000228882,-17.0279998779297,-3.4539999961853,0,0,0,1,-0.541000008583069
130,0.0293000005185604,5.97200012207031,2.31599998474121,0,0,0,1,-0.541000008583069
130,-0.132499992847443,-0.0280000008642673,2.31599998474121,0,0,1,0,-0.541000008583069
133,-1.32760000228882,-20.0279998779297,-3.4539999961853,0,0,0,1,0.580999970436096
133,0.560999989509583,2.97199988365173,-3.4539999961853,0,0,0,0,0.580999970436096
133,-1.32760000228882,-6.02799987792969,-11.4940004348755,0,0,0,0,0.580999970436096
133,-0.132499992847443,-4.02799987792969,-9.0939998626709,0,1,1,0,0.580999970436096
134,0.158199995756149,0.972000002861023,16.1959991455078,0,0,0,1,-0.0560000017285347
135,-0.360000014305115,-4.02799987792969,-23.4540004730225,0,0,0,0,0.601000010967255
135,-1.32760000228882,-22.0279998779297,-11.4940004348755,0,0,0,1,0.601000010967255
136,-1.32760000228882,-0.0280000008642673,-11.4940004348755,0,0,0,1,0.280000001192093
136,-1.32760000228882,-14.0279998779297,-9.0939998626709,1,0,0,0,0.280000001192093
136,-1.32760000228882,-13.0279998779297,-3.4539999961853,0,0,0,0,0.280000001192093
137,0.0293000005185604,-20.0279998779297,-3.4539999961853,0,0,0,1,0.458000004291534
137,-1.32760000228882,-7.02799987792969,-3.4539999961853,0,1,1,0,0.458000004291534
137,-1.32760000228882,-8.02799987792969,-3.4539999961853,0,0,0,0,0.458000004291534
138,0.0293000005185604,-1.02799999713898,16.1959991455078,0,0,0,0,0.237000003457069
139,0.560999989509583,-10.0279998779297,16.1959991455078,0,1,0,0,-0.167999997735024
139,0.391699999570847,-4.02799987792969,16.1959991455078,0,0,0,0,-0.167999997735024
139,0.0293000005185604,-6.02799987792969,-3.4539999961853,0,0,0,0,-0.167999997735024
139,-0.132499992847443,-2.02800011634827,-9.0939998626709,0,0,0,1,-0.167999997735024
139,-0.360000014305115,-8.02799987792969,-11.4940004348755,0,0,0,0,-0.167999997735024
139,1.14049994945526,4.97200012207031,16.1959991455078,0,1,1,0,-0.167999997735024
139,0.264099985361099,-4.02799987792969,16.1959991455078,0,0,0,1,-0.167999997735024
139,-1.32760000228882,-15.0279998779297,-9.0939998626709,1,0,0,1,-0.167999997735024
140,0.0293000005185604,-8.02799987792969,-23.4540004730225,0,1,1,1,0.527999997138977
140,1.14049994945526,23.9720001220703,-11.4940004348755,0,0,0,0,0.527999997138977
140,-1.32760000228882,-21.0279998779297,-9.0939998626709,1,0,0,1,0.527999997138977
140,-1.32760000228882,-9.02799987792969,-3.4539999961853,0,0,0,1,0.527999997138977
140,-0.360000014305115,-7.02799987792969,-3.4539999961853,0,0,0,0,0.527999997138977
140,0.0293000005185604,-4.02799987792969,-23.4540004730225,0,0,0,1,0.527999997138977
140,-1.32760000228882,-10.0279998779297,-9.0939998626709,1,0,0,1,0.527999997138977
140,-0.360000014305115,-11.0279998779297,-3.4539999961853,0,0,0,1,0.527999997138977
143,2.41510009765625,13.9720001220703,-3.4539999961853,0,0,1,0,-0.395000010728836
143,-0.132499992847443,-1.02799999713898,-3.4539999961853,0,0,0,1,-0.395000010728836
144,-1.32760000228882,-20.0279998779297,-3.4539999961853,0,0,0,1,0.221000000834465
144,-0.132499992847443,-3.02800011634827,-3.4539999961853,0,1,1,0,0.221000000834465
144,-1.32760000228882,-17.0279998779297,-3.4539999961853,0,0,0,1,0.221000000834465
144,1.51769995689392,-7.02799987792969,-3.4539999961853,0,0,0,1,0.221000000834465
144,0.158199995756149,6.97200012207031,-3.4539999961853,0,0,0,0,0.221000000834465
144,-1.32760000228882,-10.0279998779297,-3.4539999961853,0,0,0,0,0.221000000834465
145,-0.360000014305115,-5.02799987792969,-23.4540004730225,1,1,1,1,0.340000003576279
145,0.912699997425079,0.972000002861023,-23.4540004730225,0,0,1,1,0.340000003576279
145,-1.32760000228882,-9.02799987792969,-3.4539999961853,0,1,1,0,0.340000003576279
145,-1.32760000228882,-7.02799987792969,-3.4539999961853,0,0,0,1,0.340000003576279
145,-0.132499992847443,7.97200012207031,-9.0939998626709,1,0,0,1,0.340000003576279
145,0.0293000005185604,7.97200012207031,-3.4539999961853,0,0,0,0,0.340000003576279
145,1.14049994945526,7.97200012207031,-3.4539999961853,0,0,0,0,0.340000003576279
146,1.51769995689392,15.9720001220703,-11.4940004348755,0,0,0,1,-0.0469999983906746
146,-0.581200003623962,-11.0279998779297,-9.0939998626709,0,1,1,1,-0.0469999983906746
147,0.912699997425079,-0.0280000008642673,-3.4539999961853,0,0,1,0,-0.225999996066093
147,0.912699997425079,8.97200012207031,-9.0939998626709,0,0,0,1,-0.225999996066093
148,-0.132499992847443,-4.02799987792969,16.1959991455078,0,0,0,1,-0.560000002384186
148,0.560999989509583,-11.0279998779297,-3.4539999961853,0,0,0,0,-0.560000002384186
148,0.560999989509583,5.97200012207031,-9.0939998626709,1,0,0,0,-0.560000002384186
148,1.51769995689392,0.972000002861023,29.2259998321533,0,0,1,1,-0.560000002384186
148,0.0293000005185604,1.97200000286102,-3.4539999961853,0,0,0,1,-0.560000002384186
148,0.264099985361099,10.9720001220703,-3.4539999961853,0,1,0,0,-0.560000002384186
148,1.51769995689392,8.97200012207031,16.1959991455078,0,0,0,1,-0.560000002384186
149,0.912699997425079,11.9720001220703,-3.4539999961853,0,1,0,1,-0.197999998927116
149,0.735000014305115,11.9720001220703,-3.4539999961853,1,0,0,1,-0.197999998927116
149,0.391699999570847,8.97200012207031,29.2259998321533,0,1,0,1,-0.197999998927116
149,0.560999989509583,-11.0279998779297,-3.4539999961853,0,0,0,0,-0.197999998927116
150,-1.32760000228882,-18.0279998779297,16.1959991455078,0,1,1,1,-0.397000014781952
150,0.391699999570847,9.97200012207031,2.31599998474121,0,0,0,1,-0.397000014781952
150,0.264099985361099,-9.02799987792969,2.31599998474121,0,0,0,1,-0.397000014781952
150,0.560999989509583,1.97200000286102,2.31599998474121,0,1,0,1,-0.397000014781952
151,0.735000014305115,-2.02800011634827,2.31599998474121,0,0,0,1,-0.902999997138977
151,0.735000014305115,9.97200012207031,2.31599998474121,0,1,1,0,-0.902999997138977
151,1.14049994945526,3.97199988365173,-3.4539999961853,0,0,0,1,-0.902999997138977
151,0.735000014305115,-5.02799987792969,-3.4539999961853,0,1,0,0,-0.902999997138977
151,1.51769995689392,-12.0279998779297,16.1959991455078,0,0,0,1,-0.902999997138977
151,0.391699999570847,3.97199988365173,-3.4539999961853,0,0,0,1,-0.902999997138977
152,-0.360000014305115,2.97199988365173,29.2259998321533,0,0,0,1,-0.175999999046326
152,-1.32760000228882,-5.02799987792969,-3.4539999961853,0,0,0,1,-0.175999999046326
152,-1.32760000228882,-11.0279998779297,-3.4539999961853,0,0,1,0,-0.175999999046326
152,0.391699999570847,12.9720001220703,-9.0939998626709,1,0,0,0,-0.175999999046326
152,0.264099985361099,-2.02800011634827,2.31599998474121,0,0,0,0,-0.175999999046326
152,-1.32760000228882,-3.02800011634827,-11.4940004348755,0,0,0,1,-0.175999999046326
152,-0.360000014305115,-18.0279998779297,-3.4539999961853,0,0,0,1,-0.175999999046326
153,-0.132499992847443,4.97200012207031,2.31599998474121,0,0,0,0,0.0430000014603138
153,1.14049994945526,4.97200012207031,-3.4539999961853,0,0,0,0,0.0430000014603138
153,-0.581200003623962,-8.02799987792969,-11.4940004348755,0,0,0,1,0.0430000014603138
153,0.912699997425079,-5.02799987792969,-3.4539999961853,0,0,0,0,0.0430000014603138
153,-0.132499992847443,-7.02799987792969,-3.4539999961853,0,0,0,1,0.0430000014603138
153,0.912699997425079,10.9720001220703,2.31599998474121,0,0,0,0,0.0430000014603138
153,0.735000014305115,6.97200012207031,-3.4539999961853,0,0,0,1,0.0430000014603138
153,1.14049994945526,1.97200000286102,-3.4539999961853,0,0,0,1,0.0430000014603138
153,0.560999989509583,4.97200012207031,16.1959991455078,0,1,0,1,0.0430000014603138
154,-1.32760000228882,0.972000002861023,-9.0939998626709,1,0,0,0,1.05400002002716
154,0.0293000005185604,-10.0279998779297,16.1959991455078,0,0,0,0,1.05400002002716
154,-0.360000014305115,-2.02800011634827,-3.4539999961853,0,0,1,0,1.05400002002716
155,0.0293000005185604,17.9720001220703,-23.4540004730225,0,0,0,1,-0.104000002145767
155,0.0293000005185604,4.97200012207031,-3.4539999961853,0,1,1,0,-0.104000002145767
155,-1.32760000228882,-13.0279998779297,-11.4940004348755,0,0,0,0,-0.104000002145767
155,-0.360000014305115,-1.02799999713898,-3.4539999961853,0,0,0,0,-0.104000002145767
155,-1.32760000228882,-3.02800011634827,-9.0939998626709,0,0,0,1,-0.104000002145767
155,-1.32760000228882,-3.02800011634827,16.1959991455078,0,0,0,0,-0.104000002145767
155,0.912699997425079,4.97200012207031,-9.0939998626709,0,1,0,1,-0.104000002145767
156,-0.360000014305115,13.9720001220703,2.31599998474121,0,0,1,0,1.72899997234344
157,-1.32760000228882,-21.0279998779297,-23.4540004730225,1,0,0,0,0.172000005841255
157,-1.32760000228882,-15.0279998779297,-3.4539999961853,1,0,0,1,0.172000005841255
157,-1.32760000228882,-14.0279998779297,-9.0939998626709,1,1,1,0,0.172000005841255
158,-1.32760000228882,-10.0279998779297,-23.4540004730225,0,0,1,1,0.58899998664856
158,0.158199995756149,-0.0280000008642673,2.31599998474121,0,0,0,0,0.58899998664856
166,-0.360000014305115,-5.02799987792969,2.31599998474121,0,0,0,1,-0.660000026226044
168,0.391699999570847,-1.02799999713898,-9.0939998626709,0,0,0,1,-0.426999986171722
168,-1.32760000228882,8.97200012207031,-9.0939998626709,0,0,0,0,-0.426999986171722
168,-1.32760000228882,-15.0279998779297,-9.0939998626709,0,0,0,0,-0.426999986171722
168,0.912699997425079,22.9720001220703,-9.0939998626709,0,0,1,0,-0.426999986171722
169,-0.360000014305115,-0.0280000008642673,-11.4940004348755,0,0,1,0,0.0560000017285347
169,-0.132499992847443,-4.02799987792969,-9.0939998626709,0,1,1,1,0.0560000017285347
169,0.158199995756149,-1.02799999713898,2.31599998474121,0,0,0,1,0.0560000017285347
169,0.735000014305115,8.97200012207031,-3.4539999961853,0,1,1,0,0.0560000017285347
169,-0.132499992847443,12.9720001220703,-23.4540004730225,0,0,0,0,0.0560000017285347
