"ident","year","age","married","nevermarr","collgrad","union","wks_ue","tenure","ln_wage","divorced","white","black","otherrace"
4,85,39,1,0,1,0,0,5.41666650772095,1.93016970157623,0,1,0,0
4,87,41,1,0,1,1,0,0.333333343267441,1.91903448104858,0,1,0,0
4,88,43,1,0,1,1,0,1.75,2.2009744644165,0,1,0,0
5,68,22,0,1,0,0,0,0,1.62709283828735,0,1,0,0
5,69,23,0,1,0,0,0,0.833333313465118,1.78768563270569,0,1,0,0
5,70,24,0,1,0,0,0,1.91666662693024,1.82085788249969,0,1,0,0
5,71,25,0,1,0,0,0,2.91666674613953,1.85852241516113,0,1,0,0
5,72,26,0,1,0,0,0,0.666666686534882,1.97930145263672,0,1,0,0
5,73,27,0,1,0,0,0,1.66666662693024,1.99041175842285,0,1,0,0
5,75,29,0,1,0,0,24,0.333333343267441,1.58550488948822,0,1,0,0
5,77,31,1,0,0,0,0,1.75,1.93752145767212,0,1,0,0
5,78,32,1,0,0,0,1,0.333333343267441,2.07049226760864,0,1,0,0
5,80,34,1,0,0,0,0,1.83333337306976,1.83026885986328,0,1,0,0
5,82,36,1,0,0,0,0,3.33333325386047,1.84727215766907,0,1,0,0
6,68,21,0,1,0,0,0,0.16666667163372,1.52173185348511,0,1,0,0
6,70,23,1,0,0,0,0,1,1.47938442230225,0,1,0,0
6,71,24,0,0,0,0,0,0.416666656732559,1.5185718536377,1,1,0,0
6,72,25,0,0,0,0,0,1.41666662693024,1.60729420185089,1,1,0,0
6,73,26,0,0,0,0,0,2.33333325386047,1.80974161624908,1,1,0,0
6,75,28,1,0,0,0,0,4.41666650772095,1.85397231578827,0,1,0,0
6,77,30,1,0,0,0,0,6.41666650772095,1.96310985088348,0,1,0,0
6,78,31,1,0,0,1,0,7.41666650772095,1.98273313045502,0,1,0,0
6,80,33,1,0,0,0,0,9.41666698455811,1.84679818153381,0,1,0,0
6,82,35,1,0,0,0,0,11.4166669845581,1.81482470035553,0,1,0,0
6,83,36,1,0,0,1,0,12.4166669845581,1.91991281509399,0,1,0,0
6,85,38,1,0,0,0,0,14.4166669845581,1.95837688446045,0,1,0,0
6,87,40,1,0,0,0,0,16.4166660308838,2.00706791877747,0,1,0,0
6,88,42,1,0,0,0,0,17.75,2.08985352516174,0,1,0,0
7,68,19,0,1,0,0,0,0.833333313465118,1.48206675052643,0,1,0,0
7,69,19,0,1,0,0,0,1.66666662693024,1.49043440818787,0,1,0,0
7,70,21,1,0,0,0,0,2.75,1.53944551944733,0,1,0,0
7,71,22,1,0,0,0,0,3.75,1.49387955665588,0,1,0,0
7,72,23,1,0,0,0,0,4.75,1.45457315444946,0,1,0,0
7,73,23,1,0,0,0,2,4.83333349227905,1.45457315444946,0,1,0,0
7,87,37,1,0,0,0,0,0.833333313465118,0.473342090845108,0,1,0,0
7,88,39,1,0,0,0,0,2.25,1.53247690200806,0,1,0,0
9,70,18,0,1,0,1,0,0.666666686534882,1.47223675251007,0,1,0,0
9,71,19,0,1,0,1,0,1.58333337306976,1.71702313423157,0,1,0,0
9,72,20,0,1,0,1,0,2.5,1.74724221229553,0,1,0,0
9,73,21,1,0,0,1,0,3.58333325386047,1.79979169368744,0,1,0,0
9,75,23,1,0,0,0,0,5.58333349227905,2.01715207099915,0,1,0,0
9,77,25,1,0,0,1,0,7.58333349227905,2.09136366844177,0,1,0,0
9,78,26,1,0,0,1,0,8.58333301544189,2.11409878730774,0,1,0,0
9,80,28,0,0,0,1,0,10.5,2.11377573013306,1,1,0,0
9,82,30,0,0,0,1,0,12.5833330154419,2.31253528594971,1,1,0,0
9,83,31,0,0,0,1,0,13.5,2.3485803604126,1,1,0,0
9,85,33,0,0,0,1,0,15.5,2.3734872341156,1,1,0,0
9,87,35,0,0,0,1,0,17.5,2.36889863014221,1,1,0,0
9,88,37,0,0,0,1,0,19,2.35053133964539,1,1,0,0
10,70,18,0,1,0,0,0,1.41666662693024,1.46148371696472,0,1,0,0
10,71,19,0,1,0,0,0,2.41666674613953,1.61166262626648,0,1,0,0
10,72,20,0,0,0,0,0,3.25,1.30150747299194,1,1,0,0
10,75,23,1,0,0,0,6,0.833333313465118,1.39134871959686,0,1,0,0
10,77,25,1,0,0,0,49,0,1.3212559223175,0,1,0,0
10,78,26,1,0,0,0,15,0.0833333358168602,1.41656613349915,0,1,0,0
10,80,28,1,0,0,0,0,0.416666656732559,1.2752720117569,0,1,0,0
10,82,30,1,0,0,0,0,0.0833333358168602,0.797449350357056,0,1,0,0
12,87,39,1,0,1,0,0,12.8333330154419,3.00073623657227,0,1,0,0
12,88,40,1,0,1,0,0,14.1666669845581,2.84526491165161,0,1,0,0
13,70,22,1,0,0,0,0,0.583333313465118,1.95285439491272,0,1,0,0
13,71,23,1,0,0,0,0,1.41666662693024,1.95446336269379,0,1,0,0
13,73,25,1,0,0,0,2,0.16666667163372,1.86432981491089,0,1,0,0
13,75,27,1,0,0,0,0,2.16666674613953,2.09494519233704,0,1,0,0
13,78,30,1,0,0,0,1,0.916666686534882,2.12583446502686,0,1,0,0
13,82,34,1,0,0,0,0,1,2.1198627948761,0,1,0,0
13,83,35,1,0,0,0,0,2,2.6678683757782,0,1,0,0
13,85,37,1,0,0,0,0,2.16666674613953,3.57912850379944,0,1,0,0
13,87,39,1,0,0,0,0,4,1.67887663841248,0,1,0,0
13,88,40,1,0,0,0,0,5.5,2.57136988639832,0,1,0,0
14,87,39,1,0,0,0,0,0.833333313465118,2.14340472221375,0,1,0,0
14,88,40,1,0,0,0,0,2.25,2.04712080955505,0,1,0,0
15,77,28,1,0,1,0,0,2,2.20502328872681,0,1,0,0
15,78,29,1,0,1,0,0,2.83333325386047,2.34059500694275,0,1,0,0
15,80,31,1,0,1,1,1,0.0833333358168602,2.38351559638977,0,1,0,0
15,82,33,1,0,1,1,0,2.08333325386047,2.53923678398132,0,1,0,0
15,83,34,1,0,1,1,0,3,2.48554682731628,0,1,0,0
15,85,36,1,0,1,1,0,5,2.30794644355774,0,1,0,0
15,87,38,1,0,1,1,0,7,2.81374454498291,0,1,0,0
15,88,39,1,0,1,1,0,8.41666698455811,2.82110977172852,0,1,0,0
16,70,21,0,1,0,0,0,0.5,2.04324650764465,0,1,0,0
16,71,22,0,1,0,0,0,0.666666686534882,1.98413109779358,0,1,0,0
16,72,23,0,1,0,0,0,1.66666662693024,2.01132774353027,0,1,0,0
16,73,24,0,1,0,0,0,2.83333325386047,2.08747363090515,0,1,0,0
16,75,26,0,1,0,0,0,0.5,1.8325811624527,0,1,0,0
16,77,28,1,0,0,0,0,2.41666674613953,1.93535971641541,0,1,0,0
16,78,29,1,0,0,0,0,3.41666674613953,2.01862025260925,0,1,0,0
16,80,31,1,0,0,0,0,5.41666650772095,1.9796462059021,0,1,0,0
16,82,33,1,0,0,0,0,7.41666650772095,2.12823104858398,0,1,0,0
16,83,34,1,0,0,0,0,8.41666698455811,2.17138361930847,0,1,0,0
16,85,36,1,0,0,0,0,10.5,2.25392913818359,0,1,0,0
16,87,38,1,0,0,0,0,12.5,2.64417958259583,0,1,0,0
16,88,40,1,0,0,0,0,13.8333330154419,2.73974847793579,0,1,0,0
17,70,21,0,1,1,0,0,0.5,2.00002932548523,0,1,0,0
17,71,22,0,1,1,0,0,1.41666662693024,1.95446336269379,0,1,0,0
17,72,23,1,0,1,0,0,2.33333325386047,2.08318185806274,0,1,0,0
17,73,24,1,0,1,0,0,3.41666674613953,2.64708948135376,0,1,0,0
17,77,28,1,0,1,0,0,6.41666650772095,2.03910160064697,0,1,0,0
17,87,38,1,0,1,0,0,3.33333325386047,2.37202382087708,0,1,0,0
18,77,28,1,0,0,0,0,0.916666686534882,1.23787403106689,0,1,0,0
18,85,36,1,0,0,0,0,4.33333349227905,1.53890717029572,0,1,0,0
18,87,38,1,0,0,0,0,6.33333349227905,1.62930583953857,0,1,0,0
18,88,40,1,0,0,0,0,7.75,1.65507924556732,0,1,0,0
19,70,21,0,1,0,0,0,0.5,2.01878046989441,0,1,0,0
19,71,22,0,1,0,0,0,1.5,2.04200077056885,0,1,0,0
19,72,23,1,0,0,0,0,2.41666674613953,1.77302694320679,0,1,0,0
19,73,24,1,0,0,0,2,2.91666674613953,1.79816281795502,0,1,0,0
19,75,26,1,0,0,0,0,1.75,1.93279266357422,0,1,0,0
19,78,29,1,0,0,0,0,0.916666686534882,1.78099405765533,0,1,0,0
19,80,31,1,0,0,0,0,2.83333325386047,1.70411765575409,0,1,0,0
19,82,33,1,0,0,0,0,4.83333349227905,1.81156194210052,0,1,0,0
19,85,36,0,0,0,0,0,2.16666674613953,2.19283413887024,1,1,0,0
19,87,38,0,0,0,0,0,4.16666650772095,2.28487062454224,1,1,0,0
19,88,40,0,0,0,1,0,5.58333349227905,2.31855940818787,1,1,0,0
20,70,21,0,1,0,0,0,0.5,2.01878046989441,0,1,0,0
20,71,22,0,1,0,0,0,1.5,2.08166575431824,0,1,0,0
20,72,23,0,1,0,0,0,0.333333343267441,2.11726093292236,0,1,0,0
20,73,24,1,0,0,1,0,1.41666662693024,2.09989595413208,0,1,0,0
20,75,26,1,0,0,0,0,3.41666674613953,2.08239316940308,0,1,0,0
20,77,28,1,0,0,0,0,5.41666650772095,2.1005802154541,0,1,0,0
20,78,29,1,0,0,0,0,6.41666650772095,1.99039614200592,0,1,0,0
20,80,31,1,0,0,0,0,2,1.95869505405426,0,1,0,0
20,82,33,1,0,0,0,0,3.58333325386047,1.92731487751007,0,1,0,0
20,83,34,1,0,0,1,0,0.75,2.06881833076477,0,1,0,0
20,85,36,1,0,0,1,0,1.33333337306976,2.19283413887024,0,1,0,0
20,87,38,1,0,0,0,0,3.25,2.21891260147095,0,1,0,0
20,88,39,1,0,0,1,0,4.66666650772095,2.26818370819092,0,1,0,0
21,70,21,0,1,0,0,0,0.333333343267441,1.90755462646484,0,1,0,0
21,72,23,1,0,0,0,0,1.75,2.20834493637085,0,1,0,0
21,73,24,1,0,0,0,0,2.75,2.19408273696899,0,1,0,0
21,75,26,1,0,0,0,0,1.16666662693024,1.9105429649353,0,1,0,0
22,69,21,0,1,0,0,0,0.416666656732559,1.94938814640045,0,1,0,0
22,70,22,0,1,0,0,0,1.41666662693024,1.97122800350189,0,1,0,0
22,71,23,1,0,0,0,0,2.41666674613953,2.04200077056885,0,1,0,0
22,73,25,1,0,0,0,0,1.41666662693024,2.32056736946106,0,1,0,0
22,75,27,1,0,0,0,1,0.0833333358168602,2.3160080909729,0,1,0,0
22,77,29,1,0,0,0,0,2.08333325386047,2.1295154094696,0,1,0,0
22,78,30,1,0,0,0,0,3.08333325386047,2.0568413734436,0,1,0,0
22,80,32,1,0,0,0,0,5.08333349227905,2.16010570526123,0,1,0,0
22,82,34,1,0,0,0,0,7.08333349227905,2.20937204360962,0,1,0,0
22,85,37,1,0,0,0,0,10,2.25204539299011,0,1,0,0
22,87,39,1,0,0,0,0,1.5,2.00706791877747,0,1,0,0
22,88,41,1,0,0,0,0,3,2.2036452293396,0,1,0,0
23,75,28,1,0,1,0,0,0.16666667163372,1.9105429649353,0,1,0,0
23,77,30,1,0,1,0,0,1.66666662693024,1.85469925403595,0,1,0,0
23,82,35,1,0,1,0,0,1.58333337306976,1.85629761219025,0,1,0,0
23,83,36,1,0,1,0,0,2.58333325386047,1.87379515171051,0,1,0,0
23,87,40,1,0,1,0,0,6.66666650772095,1.79648613929749,0,1,0,0
23,88,42,1,0,1,0,0,8.08333301544189,2.085862159729,0,1,0,0
24,68,21,1,0,1,0,0,0.583333313465118,1.37220013141632,0,1,0,0
24,69,22,1,0,1,0,0,0.666666686534882,1.94938814640045,0,1,0,0
24,70,23,1,0,1,0,0,1.66666662693024,2.00002932548523,0,1,0,0
24,71,24,1,0,1,0,0,1.75,2.087566614151,0,1,0,0
24,72,25,1,0,1,0,0,0.75,2.09905505180359,0,1,0,0
24,73,26,1,0,1,0,0,1.83333337306976,2.03880834579468,0,1,0,0
24,75,28,1,0,1,0,0,3.83333325386047,1.8800835609436,0,1,0,0
24,77,30,1,0,1,0,0,0.333333343267441,1.80614757537842,0,1,0,0
24,78,31,1,0,1,0,0,1.41666662693024,1.85795426368713,0,1,0,0
24,80,33,1,0,1,1,0,3.25,1.99860453605652,0,1,0,0
24,82,35,1,0,1,0,0,5.25,2.16217231750488,0,1,0,0
24,83,36,1,0,1,0,0,0,2.11968684196472,0,1,0,0
24,85,38,1,0,1,0,0,0,2.30794644355774,0,1,0,0
24,87,40,1,0,1,0,0,2,2.38673520088196,0,1,0,0
24,88,41,1,0,1,0,0,3.41666674613953,2.40649509429932,0,1,0,0
25,68,22,1,0,1,0,0,0.5,1.88560283184052,0,1,0,0
25,69,23,1,0,1,0,0,1.5,1.9902104139328,0,1,0,0
25,70,24,1,0,1,0,0,2.5,2.04324650764465,0,1,0,0
25,71,25,1,0,1,0,0,2.83333325386047,2.16805410385132,0,1,0,0
25,75,29,1,0,1,0,0,1.5,2.07817363739014,0,1,0,0
25,77,30,1,0,1,0,0,3.41666674613953,2.10971331596375,0,1,0,0
25,78,32,1,0,1,0,0,4.5,2.11578392982483,0,1,0,0
25,80,33,1,0,1,0,0,6.41666650772095,2.09689784049988,0,1,0,0
25,82,35,1,0,1,0,0,8.41666698455811,2.22678303718567,0,1,0,0
25,83,36,1,0,1,0,0,0,2.31119346618652,0,1,0,0
25,85,38,1,0,1,0,0,2,2.15409278869629,0,1,0,0
25,87,41,1,0,1,0,0,4.08333349227905,2.26683592796326,0,1,0,0
25,88,42,1,0,1,0,0,5.41666650772095,2.25981497764587,0,1,0,0
26,68,23,0,1,1,0,0,0.5,1.93457722663879,0,1,0,0
26,69,24,0,1,1,0,0,1.5,2.13286638259888,0,1,0,0
26,70,25,0,1,1,0,0,2.5,2.04324650764465,0,1,0,0
26,71,26,0,1,1,0,0,3.5,2.12248826026917,0,1,0,0
26,83,38,1,0,1,0,0,3.16666674613953,1.15374040603638,0,1,0,0
26,87,42,1,0,1,0,0,2.58333325386047,1.90170741081238,0,1,0,0
27,68,22,0,1,1,0,0,0.416666656732559,1.9917356967926,0,1,0,0
27,69,23,0,1,1,0,0,1.33333337306976,1.9902104139328,0,1,0,0
27,70,24,0,1,1,0,0,2.33333325386047,2.16805410385132,0,1,0,0
27,71,25,0,1,1,0,0,3.33333325386047,2.12248826026917,0,1,0,0
29,69,20,1,0,0,0,0,0.666666686534882,1.93187487125397,0,1,0,0
29,70,21,1,0,0,0,6,1,1.72884547710419,0,1,0,0
29,71,22,1,0,0,0,0,0.916666686534882,2.1117639541626,0,1,0,0
29,72,23,1,0,0,0,0,2,1.67370867729187,0,1,0,0
30,70,19,1,0,0,0,0,2.66666674613953,1.47938442230225,0,1,0,0
30,71,20,1,0,0,0,5,0.583333313465118,1.53944551944733,0,1,0,0
30,72,21,1,0,0,1,5,0.583333313465118,1.57679009437561,0,1,0,0
30,73,22,1,0,0,0,8,1.16666662693024,1.0615302324295,0,1,0,0
30,77,26,1,0,0,0,0,0.0833333358168602,1.67736482620239,0,1,0,0
30,82,31,1,0,0,0,0,0.583333313465118,1.41098654270172,0,1,0,0
30,83,32,1,0,0,0,2,1.5,1.38292598724365,0,1,0,0
33,68,22,1,0,0,0,8,0,1.56521701812744,0,1,0,0
35,82,29,1,0,0,0,37,1.16666662693024,1.13140165805817,0,1,0,0
36,70,18,0,1,0,0,0,2,1.76706671714783,0,1,0,0
36,71,19,0,1,0,0,0,1.33333337306976,1.59771394729614,0,1,0,0
36,72,20,0,1,0,0,0,1.16666662693024,1.30150747299194,0,1,0,0
36,73,21,0,1,0,0,0,1.16666662693024,1.61747014522552,0,1,0,0
36,75,23,0,1,0,0,0,0.916666686534882,2.08659434318542,0,1,0,0
36,77,25,0,1,0,1,3,0.666666686534882,2.26282453536987,0,1,0,0
36,78,26,0,1,0,1,0,1.66666662693024,2.32194924354553,0,1,0,0
36,88,37,0,1,0,0,0,0.916666686534882,1.430455327034,0,1,0,0
37,68,19,1,0,0,0,1,1.41666662693024,1.41637170314789,0,1,0,0
37,69,20,1,0,0,0,16,0.833333313465118,1.2970632314682,0,1,0,0
37,70,22,1,0,0,0,0,1.16666662693024,1.2970632314682,0,1,0,0
38,68,23,1,0,0,0,21,1.5,1.7537248134613,0,1,0,0
38,69,24,1,0,0,0,2,2.41666674613953,1.75448763370514,0,1,0,0
38,70,25,1,0,0,0,0,2.5,1.75448763370514,0,1,0,0
38,71,26,1,0,0,0,0,2.08333325386047,1.49387955665588,0,1,0,0
38,72,27,1,0,0,0,0,3.08333325386047,1.59867334365845,0,1,0,0
38,75,30,1,0,0,0,0,0.416666656732559,1.44053936004639,0,1,0,0
38,77,32,1,0,0,0,0,2.33333325386047,1.3212559223175,0,1,0,0
39,82,38,0,0,1,0,0,1.5,2.27931618690491,1,1,0,0
39,83,39,0,0,1,0,0,2.5,2.3430609703064,1,1,0,0
39,85,41,0,0,1,0,0,4.5,2.31416583061218,1,1,0,0
39,87,43,0,0,1,0,0,6.5,2.26683592796326,1,1,0,0
39,88,44,0,0,1,0,0,7.91666650772095,2.28142857551575,1,1,0,0
40,71,20,0,1,0,0,0,0.75,1.75238955020905,0,1,0,0
41,68,20,0,1,0,0,1,0.416666656732559,1.4039489030838,0,1,0,0
41,69,21,0,1,0,0,0,0.833333313465118,1.4039489030838,0,1,0,0
41,70,22,0,1,0,0,10,0.75,1.19695460796356,0,1,0,0
41,71,23,0,1,0,0,0,1.83333337306976,1.63364112377167,0,1,0,0
41,72,24,0,1,0,0,0,2.83333325386047,1.89604830741882,0,1,0,0
41,73,25,0,1,0,0,9,3.25,2.01418900489807,0,1,0,0
41,75,27,0,1,0,0,0,2.16666674613953,1.80795609951019,0,1,0,0
41,77,29,1,0,0,0,0,2.5,1.73916101455688,0,1,0,0
43,83,30,1,0,1,0,0,5.33333349227905,1.55920517444611,0,1,0,0
43,85,32,1,0,1,0,0,5.75,1.81767749786377,0,1,0,0
44,77,30,1,0,1,1,30,3.16666674613953,2.66666460037231,0,1,0,0
44,78,31,1,0,1,0,32,0.416666656732559,2.47649097442627,0,1,0,0
44,82,35,1,0,1,1,0,3.5,2.85766005516052,0,1,0,0
44,83,36,1,0,1,1,0,3.5,2.95308017730713,0,1,0,0
44,85,38,1,0,1,1,0,3.5,3.14564538002014,0,1,0,0
44,87,40,1,0,1,1,0,3.5,3.28513026237488,0,1,0,0
44,88,41,1,0,1,1,0,3.5,3.34838223457336,0,1,0,0
45,72,19,0,1,0,1,5,0.916666686534882,1.64519274234772,0,1,0,0
45,73,20,0,1,0,1,0,1.91666662693024,1.82610893249512,0,1,0,0
45,75,22,0,1,0,0,0,3.91666674613953,2.1236355304718,0,1,0,0
45,77,24,1,0,0,1,0,5.83333349227905,2.18330144882202,0,1,0,0
45,78,25,1,0,0,1,0,6.91666650772095,2.21354007720947,0,1,0,0
45,80,27,1,0,0,1,0,8.83333301544189,2.20946645736694,0,1,0,0
45,82,29,1,0,0,1,0,10.9166669845581,2.26176285743713,0,1,0,0
45,83,30,1,0,0,1,0,11.9166669845581,2.33565330505371,0,1,0,0
45,85,32,1,0,0,1,0,13.9166669845581,2.29267907142639,0,1,0,0
45,87,34,1,0,0,1,0,15.8333330154419,2.31504845619202,0,1,0,0
45,88,35,1,0,0,1,0,17.25,2.32093381881714,0,1,0,0
46,87,43,1,0,1,0,0,1.58333337306976,1.38545763492584,0,1,0,0
46,88,44,1,0,1,0,0,2.91666674613953,1.115642786026,0,1,0,0
47,87,34,0,0,0,0,0,0.416666656732559,1.69281959533691,1,1,0,0
47,88,35,0,0,0,0,0,0.75,1.26032507419586,1,1,0,0
48,80,27,1,0,0,0,12,0.16666667163372,1.33102333545685,0,1,0,0
48,87,34,0,0,0,0,0,0.16666667163372,1.430455327034,1,1,0,0
48,88,35,0,0,0,0,0,0.333333343267441,1.76692748069763,1,1,0,0
49,69,21,1,0,0,0,0,0.583333313465118,1.73746633529663,0,1,0,0
49,70,23,1,0,0,0,0,1.66666662693024,1.85425627231598,0,1,0,0
49,71,24,1,0,0,0,0,2.66666674613953,1.84805083274841,0,1,0,0
49,82,35,1,0,0,0,0,1.5,1.3862943649292,0,1,0,0
49,83,36,1,0,0,0,0,2.5,1.569256067276,0,1,0,0
50,83,31,0,0,1,0,0,2.08333325386047,1.81298589706421,1,1,0,0
50,85,33,1,0,1,0,0,4,2.15409278869629,0,1,0,0
50,88,36,0,0,1,0,0,6.41666650772095,3.57603597640991,1,1,0,0
51,70,19,0,1,0,0,0,0.25,1.6570657491684,0,1,0,0
51,71,20,0,1,0,0,0,1,1.60273373126984,0,1,0,0
51,72,21,1,0,0,0,0,0.416666656732559,1.59867334365845,0,1,0,0
51,73,22,1,0,0,0,0,0.5,0.432921648025513,0,1,0,0
51,78,27,1,0,0,0,0,0.416666656732559,1.25036585330963,0,1,0,0
51,82,31,1,0,0,0,0,0.25,1.82131767272949,0,1,0,0
51,88,38,1,0,0,0,1,3.25,1.48802506923676,0,1,0,0
53,72,18,0,1,0,0,3,0.666666686534882,1.45457315444946,0,1,0,0
53,73,19,0,1,0,0,0,1.08333337306976,1.50765514373779,0,1,0,0
53,75,21,1,0,0,0,0,3.08333325386047,1.4681544303894,0,1,0,0
53,80,26,1,0,0,0,0,0.0833333358168602,1.02722227573395,0,1,0,0
53,82,28,0,0,0,0,5,1.08333337306976,1.3862943649292,1,1,0,0
54,88,40,0,1,0,0,5,0.75,1.6158584356308,0,1,0,0
55,68,24,0,1,0,0,0,0,1.45273900032043,0,1,0,0
55,69,25,0,1,0,0,0,1,1.60943758487701,0,1,0,0
55,70,26,0,1,0,0,0,2,1.68786549568176,0,1,0,0
55,71,27,0,1,0,0,0,3.08333325386047,1.67620098590851,0,1,0,0
55,72,28,0,1,0,0,0,4,1.67771673202515,0,1,0,0
55,73,29,0,1,0,0,0,5.08333349227905,1.65669023990631,0,1,0,0
55,75,31,1,0,0,0,0,7.08333349227905,1.79961144924164,0,1,0,0
55,78,34,1,0,0,0,0,0.416666656732559,1.28958594799042,0,1,0,0
56,68,19,1,0,0,0,0,0.25,1.85023641586304,0,1,0,0
56,77,28,1,0,0,0,0,0.666666686534882,2.35087537765503,0,1,0,0
56,82,32,0,0,0,0,0,1.83333337306976,2.70805025100708,1,1,0,0
57,68,22,1,0,0,0,0,0,1.58627033233643,0,1,0,0
57,70,24,1,0,0,0,0,0.0833333358168602,1.42222630977631,0,1,0,0
57,71,25,1,0,0,0,0,0.75,1.30150747299194,0,1,0,0
57,75,29,1,0,0,0,0,1.5,0.672668516635895,0,1,0,0
57,77,31,1,0,0,0,0,3.5,1.79125964641571,0,1,0,0
57,78,32,1,0,0,0,0,4.41666650772095,1.83815252780914,0,1,0,0
57,80,34,1,0,0,0,0,6.41666650772095,0.75363552570343,0,1,0,0
57,82,36,1,0,0,0,12,0.833333313465118,1.4350837469101,0,1,0,0
57,83,37,1,0,0,0,0,1.83333337306976,1.45944118499756,0,1,0,0
57,87,41,1,0,0,0,0,5.83333349227905,1.65359878540039,0,1,0,0
57,88,42,1,0,0,0,0,7.25,1.7545759677887,0,1,0,0
58,82,37,1,0,0,0,0,9.5,1.95727360248566,0,1,0,0
58,83,38,1,0,0,1,0,10.5833330154419,2.04920935630798,0,1,0,0
58,87,42,1,0,0,0,0,0.333333343267441,1.94088017940521,0,1,0,0
59,68,19,1,0,0,0,0,0,1.43472075462341,0,1,0,0
59,73,24,1,0,0,0,0,0.333333343267441,1.32104182243347,0,1,0,0
59,75,26,1,0,0,0,1,0.333333343267441,1.2173957824707,0,1,0,0
59,78,29,1,0,0,0,0,0.25,1.3212559223175,0,1,0,0
59,85,36,1,0,0,0,1,0.333333343267441,1.0992089509964,0,1,0,0
60,70,18,0,1,0,0,0,1.5,1.60710394382477,0,1,0,0
60,71,19,0,1,0,0,0,2.58333325386047,1.74463820457459,0,1,0,0
60,75,23,1,0,0,0,9,3.33333325386047,1.72722089290619,0,1,0,0
60,77,25,1,0,0,0,0,0.5,1.3212559223175,0,1,0,0
60,78,25,1,0,0,0,0,1,1.50357747077942,0,1,0,0
61,71,18,0,1,0,0,0,1,1.46148371696472,0,1,0,0
